Kunde;Lieferdatum;Jahr;Eingang;Ausgang;Total an Lager ESG;Preis pro Büchlein;Betrag in SFr.;Lieferungsart;Rechnungsart
Amavita Apotheke Poststrasse;2016-06-27;2016;;3;;;246.89999999999998;abgeholt;Rechnung
St.Fiden-Apotheke;2016-06-28;2016;;6;;;493.79999999999995;gebracht;Rechnung
Apotheke an der Langgasse;2016-06-28;2016;;2;;;164.6;abgeholt;Rechnung
Amavita Apotheke Poststrasse;2016-07-04;2016;;4;;;329.2;abgeholt;Rechnung
Amavita Apotheke Poststrasse;2016-07-15;2016;;5;;;411.5;abgeholt;Rechnung
Bäckerei Schwyter Schoren;2016-08-02;2016;;2;;;164.6;gebracht;Rechnung
Kloster-Drogerie;2016-08-04;2016;;5;;;411.5;gebracht;Rechnung
Amavita Apotheke Poststrasse;2016-08-12;2016;;6;;;493.79999999999995;abgeholt;Rechnung
Lebensmittel Tschanz;2016-08-16;2016;;10;;;823.0;gebracht;Rechnung
Bäckerei Schwyter Riethüsli;2016-08-22;2016;;3;;;246.89999999999998;gebracht;Rechnung
Drogerie und Reformhaus Spisergasse;2016-08-24;2016;;5;;;411.5;gebracht;Rechnung
Amavita Apotheke Poststrasse;2016-09-06;2016;;5;;;411.5;abgeholt;Rechnung
Apotheke an der Langgasse;2016-09-07;2016;;2;;;164.6;abgeholt;Rechnung
Bäckerei Wernli;2016-09-13;2016;;3;;;246.89999999999998;gebracht;Rechnung
Amavita Apotheke Gallusmarkt;2016-09-20;2016;;10;;;823.0;gebracht;Rechnung
Denner Satellit;2016-09-20;2016;;5;;;411.5;gebracht;Rechnung
Maxi Markt;2016-09-21;2016;;5;;;411.5;gebracht;Rechnung
Velo Stern;2016-09-27;2016;;2;;;164.6;gebracht;Rechnung
Kiosk Migros Bach;2016-10-04;2016;;5;;;411.5;gebracht;Rechnung
Agrola Shop Riethüsli;2016-10-13;2016;;5;;;411.5;gebracht;Rechnung
Sun Store Apotheke;2016-11-07;2016;;20;;;1646.0;gebracht;Rechnung
Bäckerei Schwyter Schoren;2016-11-08;2016;;2;;;164.6;gebracht;Rechnung
Drogerie Lachen;2016-12-06;2016;;20;;;1646.0;gebracht;Rechnung
Kiosk Silberturm;2016-12-07;2016;;8;;;658.4;gebracht;Rechnung
Bäckerei Wernli;2016-12-09;2016;;3;;;246.89999999999998;gebracht;Rechnung
Spar Markt Wolfganghof;2016-12-20;2016;;10;;;823.0;gebracht;Rechnung
Maxi Markt;2017-01-11;2017;;5;;;411.5;gebracht;Rechnung
Apotheke an der Langgasse;2017-02-28;2017;;2;;;164.6;abgeholt;Rechnung
Kiosk Migros Bach;2017-03-01;2017;;7;;;576.1;gebracht;Rechnung
Denner Satellit;2017-03-06;2017;;5;;;411.5;gebracht;Rechnung
Bäckerei Schwyter Riethüsli;2017-03-22;2017;;3;;;246.89999999999998;gebracht;Rechnung
Kiosk Migros Bach;2017-03-22;2017;;5;;;411.5;gebracht;Rechnung
Amavita Apotheke Gallusmarkt;2017-03-23;2017;;20;;;1646.0;gebracht;Rechnung
Coop Vitality Apotheke EKZ Neumarkt;2017-03-29;2017;;30;;;2469.0;abgeholt;Rechnung
St.Fiden-Apotheke;2017-03-30;2017;;10;;;823.0;gebracht;Rechnung
Amavita Apotheke Poststrasse;2017-04-05;2017;;6;;;493.79999999999995;abgeholt;Rechnung
Lebensmittel Tschanz;2017-04-18;2017;;5;;;411.5;abgeholt;Rechnung
Apotheke an der Langgasse;2017-04-19;2017;;2;;;164.6;gebracht;Rechnung
Kiosk Neudorf;2017-04-19;2017;;10;;;823.0;gebracht;Rechnung
Müller, lebe deinen Genuss;2017-04-24;2017;;10;;;823.0;gebracht;Rechnung
St.Fiden-Apotheke;2017-04-27;2017;;15;;;1234.5;gebracht;Rechnung
Langgass-Drogerie;2017-04-27;2017;;10;;;823.0;gebracht;Rechnung
Kiosk Silberturm;2017-05-09;2017;;10;;;823.0;gebracht;Rechnung
Falken-Drogerie;2017-05-19;2017;;10;;;823.0;gebracht;Rechnung
VBSG-Verkaufsstelle;2017-05-19;2017;;30;;;2469.0;gebracht;Rechnung
Agrola Shop Riethüsli;2017-06-08;2017;;5;;;411.5;gebracht;Rechnung
Stern-Apotheke;2017-06-16;2017;;10;;;823.0;gebracht;Rechnung
Bäckerei Frei;2017-06-16;2017;;4;;;329.2;gebracht;Rechnung
Kiosk Neudorf;2017-06-22;2017;;10;;;823.0;gebracht;Rechnung
Kloster-Drogerie;2017-06-23;2017;;5;;;411.5;gebracht;Rechnung
Amavita Apotheke Poststrasse;2017-06-27;2017;;6;;;493.79999999999995;abgeholt;Rechnung
Kiosk Migros Bach;2017-06-28;2017;;5;;;411.5;gebracht;Rechnung
Apotheke an der Langgasse;2017-06-29;2017;;2;;;164.6;abgeholt;Rechnung
Maxi Markt;2017-07-05;2017;;5;;;411.5;gebracht;Rechnung
Apotheke an der Langgasse;2017-07-12;2017;;2;;;164.6;abgeholt;Rechnung
Amavita Apotheke Gallusmarkt;2017-07-12;2017;;30;;;2469.0;gebracht;Rechnung
Falken-Drogerie;2017-07-19;2017;;10;;;823.0;gebracht;Rechnung
Kiosk Migros Bach;2017-07-24;2017;;5;;;411.5;gebracht;Rechnung
Drogerie Lachen;2017-07-31;2017;;20;;;1646.0;gebracht;Rechnung
Spar Markt Wolfganghof;2017-08-14;2017;;10;;;823.0;gebracht;Rechnung
Kiosk Neudorf;2017-08-16;2017;;10;;;823.0;gebracht;Rechnung
Gallus Apotheke;2017-08-22;2017;;2;;;164.6;abgeholt;Rechnung
Alpstein Drogerie;2017-08-23;2017;;30;;;2469.0;gebracht;Rechnung
Velo Stern;2017-09-22;2017;;3;;;246.89999999999998;gebracht;Rechnung
Bäckerei Gschwend;2017-09-26;2017;;4;;;329.2;gebracht;Rechnung
Kiosk Migros Bach;2017-09-28;2017;;5;;;411.5;gebracht;Rechnung
Apotheke an der Langgasse;2017-10-04;2017;;3;;;246.89999999999998;abgeholt;Rechnung
Kiosk Migros Bach;2017-10-27;2017;;5;;;411.5;gebracht;Rechnung
Löwen-Apotheke;2017-11-10;2017;;3;;;246.89999999999998;gebracht;Rechnung
Bäckerei Wernli;2017-11-20;2017;;3;;;246.89999999999998;gebracht;Rechnung
Kiosk Silberturm;2017-11-21;2017;;10;;;823.0;gebracht;Rechnung
Stern-Apotheke;2017-11-23;2017;;10;;;823.0;gebracht;Rechnung
Coop Vitality Apotheke EKZ Neumarkt;2017-11-27;2017;;30;;;2469.0;abgeholt;Rechnung
Drogerie Lachen;2017-12-04;2017;;20;;;1646.0;gebracht;Rechnung
Langgass-Drogerie;2018-01-04;2018;;10;;;823.0;gebracht;Rechnung
Bruggen Apotheke;2018-01-08;2018;;40;;;3292.0;gebracht;Rechnung
Kiosk Migros Bach;2018-01-12;2018;;10;;;823.0;gebracht;Rechnung
Agrola Shop Riethüsli;2018-01-17;2018;;5;;;411.5;gebracht;Rechnung
Löwen-Apotheke;2018-01-26;2018;;3;;;246.89999999999998;gebracht;Rechnung
Falken-Drogerie;2018-01-31;2018;;10;;;823.0;gebracht;Rechnung
Kiosk Migros Bach;2018-02-28;2018;;10;;;823.0;gebracht;Rechnung
Langgass-Drogerie;2018-03-15;2018;;10;;;823.0;gebracht;Rechnung
Maxi Markt;2018-03-27;2018;;5;;;411.5;gebracht;Rechnung
Drogerie Lachen;2018-04-03;2018;;20;;;1646.0;gebracht;Rechnung
Kiosk Neudorf;2018-04-09;2018;;10;;;823.0;gebracht;Rechnung
Coop Vitality Apotheke EKZ Lerchenfeld;2018-04-12;2018;;20;;;1646.0;gebracht;Rechnung
CareLand Apotheke;2018-04-12;2018;;6;;;493.79999999999995;gebracht;Rechnung
Coop Vitality Apotheke EKZ Neumarkt;2018-04-20;2018;;30;;;2469.0;abgeholt;Rechnung
Bruggen Apotheke;2018-04-27;2018;;40;;;3292.0;gebracht;Rechnung
Gallus Apotheke;2018-05-04;2018;;2;;;164.6;abgeholt;Rechnung
Bäckerei Schwyter Riethüsli;2018-05-09;2018;;5;;;411.5;gebracht;Rechnung
Sun Store Apotheke;2018-05-17;2018;;20;;;1646.0;gebracht;Rechnung
Stern-Apotheke;2018-05-24;2018;;10;;;823.0;gebracht;Rechnung
Kloster-Drogerie;2018-05-29;2018;;5;;;411.5;gebracht;Rechnung
VBSG-Verkaufsstelle;2018-05-30;2018;;30;;;2469.0;gebracht;Rechnung
Kiosk Neudorf;2018-06-07;2018;;10;;;823.0;gebracht;Rechnung
Langgass-Drogerie;2018-06-18;2018;;10;;;823.0;gebracht;Rechnung
Apotheke an der Langgasse;2018-06-22;2018;;2;;;164.6;gebracht;Rechnung
Bäckerei Gschwend;2018-07-02;2018;;4;;;329.2;gebracht;Rechnung
Bäckerei Schwyter Schoren;2018-07-10;2018;;3;;;246.89999999999998;gebracht;Rechnung
Löwen-Apotheke;2018-07-17;2018;;3;;;246.89999999999998;gebracht;Rechnung
Alpstein Drogerie;2018-07-31;2018;;30;;;2469.0;gebracht;Rechnung
Langgass-Drogerie;2018-07-31;2018;;10;;;823.0;gebracht;Rechnung
Agrola Shop Riethüsli;2018-08-02;2018;;5;;;411.5;gebracht;Rechnung
Coop Vitality Apotheke EKZ Neumarkt;2018-08-06;2018;;30;;;2469.0;abgeholt;Rechnung
Kloster-Drogerie;2018-08-08;2018;;10;;;823.0;gebracht;Rechnung
VBSG-Verkaufsstelle;2018-08-10;2018;;30;;;2469.0;gebracht;Rechnung
Spar Markt Wolfganghof;2018-09-03;2018;;10;;;823.0;gebracht;Rechnung
Bäckerei Schwyter Schoren;2018-09-13;2018;;2;;;164.6;gebracht;Rechnung
Apotheke an der Langgasse;2018-10-10;2018;;2;;;164.6;abgeholt;Rechnung
Gallus Apotheke;2018-10-11;2018;;2;;;164.6;abgeholt;Rechnung
Denner Satellit;2018-10-19;2018;;5;;;411.5;gebracht;Rechnung
Agrola Shop Riethüsli;2018-10-25;2018;;5;;;411.5;gebracht;Rechnung
Falken-Drogerie;2018-11-05;2018;;10;;;823.0;gebracht;Rechnung
Coop Vitality Apotheke EKZ Neumarkt;2018-11-07;2018;;30;;;2469.0;abgeholt;Rechnung
Sanitär Wirth AG (Endverbraucher);2018-11-28;2018;;10;;;823.0;gebracht;Rechnung
Amavita Apotheke Poststrasse;2018-12-17;2018;;6;;;493.79999999999995;abgeholt;Rechnung
Denner Satellit;2019-01-07;2019;;5;;;411.5;gebracht;Rechnung
Bäckerei Schwyter Riethüsli;2019-01-15;2019;;10;;;823.0;gebracht;Rechnung
Maxi Markt;2019-01-23;2019;;5;;;411.5;gebracht;Rechnung
Kiosk Neudorf;2019-02-27;2019;;10;;;823.0;gebracht;Rechnung
Alpstein Drogerie;2019-02-28;2019;;30;;;2469.0;gebracht;Rechnung
Metzgerei Signer;2019-03-01;2019;;4;;;329.2;gebracht;Rechnung
Amavita Apotheke Gallusmarkt;2019-03-01;2019;;30;;;2469.0;gebracht;Rechnung
Apotheke an der Langgasse;2019-03-04;2019;;4;;;329.2;abgeholt;Rechnung
Stern-Apotheke;2019-03-05;2019;;10;;;823.0;gebracht;Rechnung
Denner Satellit;2019-03-28;2019;;5;;;411.5;gebracht;Rechnung
Bäckerei Gschwend;2019-04-02;2019;;4;;;329.2;gebracht;Rechnung
CareLand Apotheke;2019-04-10;2019;;5;;;411.5;gebracht;Rechnung
Löwen-Apotheke;2019-04-30;2019;;3;;;246.89999999999998;gebracht;Rechnung
Kiosk Migros Bach;2019-05-20;2019;;10;;;823.0;gebracht;Rechnung
Drogerie Lachen;2019-05-20;2019;;20;;;1646.0;abgeholt;Rechnung
Maxi Markt;2019-05-29;2019;;5;;;411.5;gebracht;Rechnung
Kiosk Silberturm;2019-06-07;2019;;10;;;823.0;gebracht;Rechnung
Löwen-Apotheke;2019-06-12;2019;;3;;;246.89999999999998;gebracht;Rechnung
CareLand Apotheke;2019-06-25;2019;;5;;;411.5;gebracht;Rechnung
Maxi Markt;2019-06-26;2019;;5;;;411.5;gebracht;Rechnung
Coop Vitality Apotheke EKZ Neumarkt;2019-06-26;2019;;30;;;2469.0;gebracht;Rechnung
Apotheke an der Langgasse;2019-07-02;2019;;3;;;246.89999999999998;abgeholt;Rechnung
Falken-Drogerie;2019-07-04;2019;;10;;;823.0;gebracht;Rechnung
CareLand Apotheke;2019-08-08;2019;;3;;;246.89999999999998;gebracht;Rechnung
Bäckerei Schwyter Schoren;2019-08-14;2019;;3;;;246.89999999999998;gebracht;Rechnung
Maxi Markt;2019-08-16;2019;;5;;;411.5;gebracht;Rechnung
Amavita Apotheke Poststrasse;2019-08-21;2019;;6;;;493.79999999999995;abgeholt;Rechnung
Metzgerei Signer;2019-08-28;2019;;3;;;246.89999999999998;gebracht;Rechnung
CareLand Apotheke;2019-09-03;2019;;5;;;411.5;gebracht;Rechnung
Spar Markt Wolfganghof;2019-09-11;2019;;10;;;823.0;gebracht;Rechnung
Amavita Apotheke Gallusmarkt;2019-09-20;2019;;20;;;1646.0;gebracht;Rechnung
Apotheke an der Langgasse;2019-09-26;2019;;3;;;246.89999999999998;abgeholt;Rechnung
Langgass-Drogerie;2019-10-08;2019;;10;;;823.0;gebracht;Rechnung
Bäckerei Frei;2019-10-24;2019;;4;;;329.2;gebracht;Rechnung
Maxi Markt;2019-10-30;2019;;5;;;411.5;gebracht;Rechnung
Langgass-Drogerie;2019-11-18;2019;;10;;;823.0;gebracht;Rechnung
Amavita Apotheke Gallusmarkt;2019-11-18;2019;;20;;;1646.0;gebracht;Rechnung
Kiosk Neudorf;2019-11-20;2019;;10;;;823.0;gebracht;Rechnung
Gallus Apotheke;2019-12-06;2019;;2;;;164.6;abgeholt;Rechnung
Spar Markt Wolfganghof;2020-01-07;2020;;10;201;82.3;823.0;gebracht;Rechnung
Eingang Marken an Lager ESG;2020-01-10;2020;900;;1101;82.3;0.0;;
Kiosk Langgasse 20;2020-01-13;2020;;1;1073;82.3;82.3;gebracht;Rechnung
Kloster-Drogerie;2020-02-12;2020;;5;917;82.3;411.5;gebracht;Rechnung
CareLand Apotheke;2020-02-24;2020;;5;899;82.3;411.5;gebracht;Rechnung
Langgass-Drogerie;2020-02-27;2020;;10;750;82.3;823.0;gebracht;Rechnung
Kiosk Langgasse 20;2020-03-12;2020;;1;725;82.3;82.3;gebracht;Rechnung
Spar Markt Wolfganghof;2020-03-18;2020;;10;680;82.3;823.0;gebracht;Rechnung
Coop Vitality Apotheke Shopping Arena;2020-03-18;2020;;5;675;82.3;411.5;gebracht;Rechnung
Amavita Apotheke Poststrasse;2020-03-20;2020;;4;671;82.3;329.2;abgeholt;
Kiosk Langgasse 20;2020-04-09;2020;;1;620;82.3;82.3;gebracht;Rechnung
Amavita Apotheke Gallusmarkt;2020-04-16;2020;;20;571;82.3;1646.0;gebracht;Rechnung
St.Fiden-Apotheke;2020-04-16;2020;;20;541;82.3;1646.0;gebracht;Rechnung
VBSG-Verkaufsstelle;2020-04-20;2020;;30;501;82.3;2469.0;gebracht;Rechnung
Kiosk Migros Bach;2020-05-07;2020;;10;405;82.3;823.0;gebracht;Rechnung
Agrola Shop Riethüsli;2020-05-12;2020;;4;350;82.3;329.2;gebracht;Rechnung
Amavita Apotheke Poststrasse;2020-05-22;2020;;4;326;82.3;329.2;abgeholt;Rechnung
Müller, lebe deinen Genuss;2020-06-04;2020;;10;1171;82.3;823.0;gebracht;Rechnung
Amavita Apotheke Gallusmarkt;2020-06-04;2020;;20;1151;82.3;1646.0;gebracht;Rechnung
Kiosk Neudorf;2020-06-12;2020;;10;1093;82.3;823.0;gebracht;Rechnung
Löwen-Apotheke;2020-06-15;2020;;3;1085;82.3;246.89999999999998;gebracht;Rechnung
Amavita Apotheke Poststrasse;2020-06-23;2020;;4;1013;82.3;329.2;abgeholt;Rechnung
Falken-Drogerie;2020-06-29;2020;;10;971;82.3;823.0;gebracht;Rechnung
Bäckerei Frei;2020-06-30;2020;;6;930;82.3;493.79999999999995;gebracht;Rechnung
Kiosk Neudorf;2020-06-30;2020;;10;920;82.3;823.0;gebracht;Rechnung
Maxi Markt;2020-07-01;2020;;5;881;82.3;411.5;gebracht;Rechnung
Apotheke an der Langgasse;2020-07-07;2020;;3;868;82.3;246.89999999999998;gebracht;Rechnung
Kiosk Migros Bach;2020-07-27;2020;;10;671;82.3;823.0;gebracht;Rechnung
Kiosk Silberturm;2020-08-17;2020;;10;542;82.3;823.0;gebracht;Rechnung
Drogerie Lachen;2020-09-04;2020;;20;424;82.3;1646.0;gebracht;Rechnung
VBSG-Verkaufsstelle;2020-09-17;2020;;50;322;82.3;4115.0;gebracht;Rechnung
Maxi Markt;2020-09-23;2020;;5;294;82.3;411.5;gebracht;Rechnung
Kiosk Migros Bach;2020-09-28;2020;;10;264;82.3;823.0;gebracht;Rechnung
Falken-Drogerie;2020-10-08;2020;;10;235;82.3;823.0;gebracht;Rechnung
Apotheke an der Langgasse;2020-10-12;2020;;3;212;82.3;246.89999999999998;abgeholt;Rechnung
Müller, lebe deinen Genuss;2020-10-26;2020;;10;622;82.3;823.0;gebracht;Rechnung
Drogerie Lachen;2020-11-11;2020;;20;531;82.3;1646.0;gebracht;Rechnung
Apotheke an der Langgasse;2020-11-12;2020;;3;523;82.3;246.89999999999998;abgeholt;Rechnung
Spar Markt Wolfganghof;2020-11-18;2020;;10;503;82.3;823.0;gebracht;Rechnung
Kiosk Migros Bach;2020-11-18;2020;;10;493;82.3;823.0;gebracht;Rechnung
Maxi Markt;2020-12-17;2020;;5;295;82.3;411.5;gebracht;Rechnung
Drogerie Lachen;2020-12-18;2020;;20;273;82.3;1646.0;gebracht;Rechnung
Amavita Apotheke Gallusmarkt;2020-12-28;2020;;20;246;82.3;1646.0;gebracht;Rechnung
Alpstein Drogerie;2021-01-04;2021;;30;212;82.3;2469.0;gebracht;Rechnung
Apotheke an der Langgasse;2021-01-05;2021;;3;199;82.3;246.89999999999998;"gebracht;Lieferung";
Eingang Marken an Lager ESG;2021-01-19;2021;750;;854;82.3;0.0;;
Amavita Apotheke Poststrasse;2021-02-25;2021;;3;639;82.3;246.89999999999998;gebracht;Rechnung
Kiosk Langgasse 20;2021-03-02;2021;;2;627;82.3;164.6;gebracht;Rechnung
Bäckerei Frei;2021-03-08;2021;;6;617;82.3;493.79999999999995;gebracht;Rechnung
Coop Vitality Apotheke Shopping Arena;2021-03-05;2021;;10;607;82.3;823.0;gebracht;Rechnung
Apotheke an der Langgasse;2021-03-15;2021;;3;569;82.3;246.89999999999998;abgeholt;Rechnung
Kiosk Neudorf;2021-03-23;2021;;10;485;82.3;823.0;gebracht;Rechnung
Stern-Apotheke;2021-04-21;2021;;5;372;82.3;411.5;gebracht;Rechnung
Gallus Apotheke;2021-04-30;2021;;3;216;82.3;246.89999999999998;gebracht;Rechnung
Bäckerei Gschwend in Winkeln;2021-05-04;2021;;4;962;82.3;329.2;gebracht;Rechnung
Kiosk Migros Bach;2021-05-04;2021;;10;952;82.3;823.0;gebracht;Rechnung
St.Jakob-Apotheke;2021-05-12;2021;;10;843;82.3;823.0;gebracht;Rechnung
Falken-Drogerie;2021-05-17;2021;;10;833;82.3;823.0;gebracht;Rechnung
CareLand Apotheke;2021-05-18;2021;;5;821;82.3;411.5;gebracht;Rechnung
Maxi Markt;2021-05-25;2021;;5;806;82.3;411.5;gebracht;Rechnung
Apotheke an der Langgasse;2021-06-10;2021;;3;730;82.3;246.89999999999998;abgeholt;Rechnung
CareLand Apotheke;2021-06-22;2021;;5;663;82.3;411.5;gebracht;Rechnung
Kiosk Migros Bach;2021-07-02;2021;;10;634;82.3;823.0;gebracht;Rechnung
LAVEBA Shop Riethüsli;2021-07-08;2021;;10;534;82.3;823.0;gebracht;Rechnung
Bäckerei Gschwend in Winkeln;2021-07-08;2021;;4;530;82.3;329.2;gebracht;Rechnung
Kiosk Migros Bach;2021-07-29;2021;;10;406;82.3;823.0;gebracht;Rechnung
Spar Markt Wolfganghof;2021-08-11;2021;;10;350;82.3;823.0;gebracht;Rechnung
Stern-Apotheke;2021-08-13;2021;;5;341;82.3;411.5;gebracht;Rechnung
Kiosk Migros Bach;2021-08-19;2021;;10;296;82.3;823.0;gebracht;Rechnung
Apotheke an der Langgasse;2021-09-02;2021;;5;919;82.3;411.5;abgeholt;Rechnung
Kiosk Neudorf;2021-09-07;2021;;10;893;82.3;823.0;gebracht;Rechnung
Falken-Drogerie;2021-09-14;2021;;10;853;82.3;823.0;gebracht;Rechnung
Maxi Markt;2021-09-16;2021;;5;848;82.3;411.5;gebracht;Rechnung
Kiosk Migros Bach;2021-09-28;2021;;10;798;82.3;823.0;gebracht;Rechnung
CareLand Apotheke;2021-09-28;2021;;5;793;82.3;411.5;gebracht;Rechnung
Stern-Apotheke;2021-10-12;2021;;5;681;82.3;411.5;gebracht;Rechnung
Bäckerei Gschwend in Winkeln;2021-10-19;2021;;4;662;82.3;329.2;gebracht;Rechnung
Coop Vitality Apotheke Shopping Arena;2021-10-25;2021;;10;647;82.3;823.0;gebracht;Rechnung
Amavita Apotheke Gallusmarkt;2021-10-28;2021;;30;604;82.3;2469.0;gebracht;Rechnung
Kiosk Migros Bach;2021-11-22;2021;;10;504;82.3;823.0;gebracht;Rechnung
Löwen-Apotheke;2021-12-06;2021;;4;485;82.3;329.2;gebracht;Rechnung
Falken-Drogerie;2021-12-22;2021;;10;345;82.3;823.0;gebracht;Rechnung
Bäckerei Gschwend in Winkeln;2022-01-11;2022;;4;1031;82.3;329.2;gebracht;Rechnung
Claro Weltladen;2022-01-25;2022;;1;959;82.3;82.3;gebracht;Rechnung
Amavita Apotheke Poststrasse;2022-01-31;2022;;4;876;82.3;329.2;gebracht;Rechnung
Falken-Drogerie;2022-02-17;2022;;10;802;82.3;823.0;gebracht;Rechnung
CareLand Apotheke;2022-02-28;2022;;5;692;82.3;411.5;gebracht;Rechnung
Amavita Apotheke Gallusmarkt;2022-03-07;2022;;30;652;82.3;2469.0;gebracht;Rechnung
Spar Markt Wolfganghof;2022-03-11;2022;;10;607;82.3;823.0;gebracht;Rechnung
Bäckerei Gschwend in Winkeln;2022-03-23;2022;;4;580;82.3;329.2;gebracht;Rechnung
Kiosk Silberturm;2022-03-28;2022;;10;560;82.3;823.0;gebracht;Rechnung
Falken-Drogerie;2022-03-30;2022;;10;510;82.3;823.0;gebracht;Rechnung
Kiosk Migros Bach;2022-04-06;2022;;10;498;82.3;823.0;gebracht;Rechnung
CareLand Apotheke;2022-05-02;2022;;5;358;82.3;411.5;gebracht;Rechnung
Amavita Apotheke Poststrasse;2022-05-03;2022;;3;345;82.3;246.89999999999998;gebracht;Rechnung
Amavita Apotheke Gallusmarkt;2022-05-09;2022;;30;270;82.3;2469.0;gebracht;Rechnung
Drogerie und Reformhaus Spisergasse;2022-05-12;2022;;5;265;82.3;411.5;gebracht;Rechnung
Lachen Drogerie;2022-05-17;2022;;20;981;82.3;1646.0;gebracht;Rechnung
Stern-Apotheke;2022-06-08;2022;;5;917;82.3;411.5;gebracht;Rechnung
Coop Vitality Apotheke EKZ Neumarkt;2022-06-14;2022;;30;857;82.3;2469.0;gebracht;Rechnung
Kiosk Migros Bach;2022-06-16;2022;;10;837;82.3;823.0;gebracht;Rechnung
Maxi Markt;2022-06-27;2022;;5;792;82.3;411.5;gebracht;Rechnung
Bruggen Apotheke;2022-06-28;2022;;40;752;82.3;3292.0;gebracht;Rechnung
Maxi Markt;2022-07-20;2022;;5;604;82.3;411.5;gebracht;Rechnung
Lachen Drogerie;2022-07-25;2022;;20;564;82.3;1646.0;abgeholt;Rechnung
Lachen Drogerie;2022-09-01;2022;;20;392;82.3;1646.0;gebracht;Rechnung
Drogerie und Reformhaus Spisergasse;2022-09-06;2022;;10;377;82.3;823.0;gebracht;Rechnung
Kiosk Neudorf;2022-10-11;2022;;10;904;82.3;823.0;gebracht;Rechnung
Löwen-Apotheke;2022-10-19;2022;;5;889;82.3;411.5;gebracht;Rechnung
Apotheke an der Langgasse;2022-11-24;2022;;10;712;82.3;823.0;gebracht;Rechnung
Amavita Apotheke Gallusmarkt;2022-11-29;2022;;30;672;82.3;2469.0;gebracht;Rechnung
Gallus Apotheke;2022-12-13;2022;;3;617;82.3;246.89999999999998;gebracht;Rechnung
Maxi Markt;2022-12-16;2022;;5;612;82.3;411.5;gebracht;Rechnung
Kiosk Migros Bach;2022-12-29;2022;;10;585;82.3;823.0;gebracht;Rechnung
Kiosk Silberturm;2023-01-09;2023;;10;510;82.3;823.0;gebracht;Rechnung
Eingang Marken an Lager ESG;2023-01-16;2023;5000;;5505;82.3;0.0;;
Coop Vitality Apotheke EKZ Neumarkt;2023-01-17;2023;;30;5475;82.3;2469.0;gebracht;Rechnung
Amavita Apotheke Poststrasse;2023-01-26;2023;;5;5430;82.3;411.5;gebracht;Rechnung
Apotheke an der Langgasse;2023-02-14;2023;;10;5330;82.3;823.0;gebracht;Rechnung
Amavita Apotheke Gallusmarkt;2023-02-28;2023;;30;5287;82.3;2469.0;gebracht;Rechnung
Coop Vitality Apotheke Shopping Arena;2023-03-02;2023;;10;5243;82.3;823.0;gebracht;Rechnung
Drogerie und Reformhaus Spisergasse;2023-03-03;2023;;10;5233;82.3;823.0;gebracht;Rechnung
